ГГ;Нет.. Только если ты ляжешь на живот.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Ты что-то задумал? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Хочу поцеловать твою спину. Не бойся. ;;;;;;;MaxTurnSue;ГГ приподнимается к ней на локте, поворачивая ее (его член снова стоит) ;;;;;;;;;;;;;;;;;;;;
Сью;Что-то мне не нравится твоя хитрая улыбка и то, как быстро твой огромный член встает. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Если б я знал, Сью, какая ты горячая внутри..;;;;;;;MaxKissBack;Сью на спине, ГГ целует ее спину - талию;;;;;;;;;;;;;;;;;;;;
Сью;То что? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я бы трахнул тебя в первый же день. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И трахал бы твою идеальную гребаную киску, пока ты не попросила меня остановиться.;;;;;;;MaxTouchGlute;ГГ массирует ее ягодицы,касается их членом ;;;;;;;;;;;;;;;;;;;;
;Может быть, я бы наклонил тебя над одним из чудных диванчиков.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Ммм.. Знаешь, дорогой. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я могла бы позволить тебе кое-что особенное. ;;;;;;;SueTurnHead;Сью чуть поворачивает голову к гг, хитро улыбается. ;;;;;;;;;;;;;;;;;;;;
ГГ;Ох..черт!. Это то, о чем я думаю? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Уверена, что не многие давали тебе именно это.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я хочу, чтобы твоя сперма была во мне.. во всех моих местах, куда только пролезет твой огромный член. ;;;;;;;MaxBiteGlute;ГГ спускается к заднице Сью. кусает ягодицу.;;;;;;;;;;;;;;;;;;;;
;Да.. ты все правильно понял..;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Боже.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;MaxDickGlute;Картинка 002 ГГ водит членом между булок. (пока на локтях гг) ;;;;;;;;;;;;;;;;;;;;
ГГ;Ты же понимаешь, что тебе придется очень сильно расслабиться, чтоб я смог проникнуть в тебя. ;;;;;;;аним;ГГ водит между булок членом;;;;;;;;;;;;;;;;;;;;
Сью;Я настолько возбуждена, что это не будет трудностью..;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Да и мой член все еще скользкий от твоей влаги.;;;;;;;DickIn;Головка члена вошла в задницу ;;;;;;;;;;;;;;;;;;;;
Сью;Ааах...Макс, не торопись. Прошу. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я буду очень осторожным.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Вот черт! Снова это растяжение..Боже.. ;;;;;;;DickIn1;ГГ вошел полностью ;;;;;;;;;;;;;;;;;;;;
;Макс..Ааах.. Двигайся теперь. ;;;;;;;аним;ГГ входит в задницу медленно на всю глубину ;;;;;;;;;;;;;;;;;;;;
ГГ;Ах..Ты такая тугая, Сью. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я кончу будто уже сейчас! Черт! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Нет.. Сначала поимей меня как следует! ;;;;;;;MaxSqueezeFeets;ГГсжимает ступни Сью, трахает ее задницу.;;;;;;;;;;;;;;;;;;;;
ГГ;Да. Я буду трахать тебя так сильно, пока ты не забудешь свое имя. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И не сможешь ходить! ;;;;;;;аним;ГГ входит в задницу жестко на всю глубину ;;;;;;;;;;;;;;;;;;;;
Сью;Ааах..Да.. Пожалуйста. Боже.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Будь безжалостным. Я так легко принимаю тебя.. Так сильно сжимаю тебя. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты так полна мной..Аааах. ;;;;;;;MaxKissHeel;ГГ трахает, сжимает ступни, целует пятку (бляя) ;;;;;;;;;;;;;;;;;;;;
Сью;Это сводит с ума! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Сью.. Я сейчас кончу в тебя..ты там слишком узкая! Слишком горячая! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Давай. Сделай это.Ааах.. Черт. ;;;;;;;MaxSueCum;ГГ кончает. Сью тоже. ;;;;;;;;;;;;;;;;;;;;
ГГ ;Я совершенно без сил! Макс.. Дааа! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Последствия выбора на строке - 6335 ""Марго//Сью""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комната Марго (если игрок выбрал Марго) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Поверить не могу, что ты мне сразу не сказал! ;;;;;;Музыка: Улица/Холл/Коридор ;RitaMaxMorning;Все такой же беспорядок. ГГ лежит на кровати, закинув руки за голову. Рита голая одевается. (Поднимает вещи с пола) ;;;;;;;;;;;;;;;;;;;;
ГГ;Ты и так была расстроена. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я не хотел усугублять ситуацию. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;В моей комнате кто-то был! У меня украли эскизы! ;;;;;;;RitaStress;Рита хватается за волосы. ГГ приподнимается на кровати, прикрывая грудь свою рукой, лицо в ужасе. ;;;;;;;;;;;;;;;;;;;;
;По-твоему об этом действительно стоит умалчивать? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты же..ты же сказала, что почти все правки успела перенести! ;;;;;;;Margo;тот же статик, гг на заднем фоне разводит руками ;;;;;;;;;;;;;;;;;;;;
;И еще сказала, что коллекция почти готова.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Да, это так. Но понимаешь - это мои работы. ;;;;;;;RitaStress1;Рита топлес тычет в гг какой-то одеждой.;;;;;;;;;;;;;;;;;;;;
;В них все с точностью до миллиметра просчитано. Я столько времени ими занималась.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Теперь они пропали! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И если что-то вдруг пойдет не так на показе.. ;;;;;;;RitaMax;Рита садится на кровать ;;;;;;;;;;;;;;;;;;;;
ГГ;Тогда ты будешь импровизировать. ;;;;;;;RitaMax1;ГГ садится рядом, утешает. ;;;;;;;;;;;;;;;;;;;;
Марго ;Думаешь, это так просто? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Думаю, что ты гениальна. И с легкостью решишь это. ;;;;;;;Margo1;тот же статик, только гг указывает на себя ;;;;;;;;;;;;;;;;;;;;
;Тем более я буду там и буду рядом. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Спасибо. ;;;;;;;RitaMaxHug;Рита и ГГ сидят на кровати обнявшись. держатся за руки ;;;;;;;;;;;;;;;;;;;;
ГГ;Фух.. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Давай сейчас оденемся. Спустимся вниз. Я сделаю нам завтрак...;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Ты же знаешь, что тебе придется готовить завтрак на всех сразу.;;;;;;;RitaMaxHand;ГГ ухмыляется, скрещивает свои пальцы с пальцами Риты;;;;;;;;;;;;;;;;;;;;
ГГ;Мне кажется, что Альфред не совсем справляется со своей работой.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Уже который раз я..;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Так ты говоришь, что Сью в этот момент проходила мимо моей комнаты? ;;;;;;;RitaInterested;Рита резко встает, ГГ на заднем фоне прикрывает грудь свою рукой. ;;;;;;;;;;;;;;;;;;;;
ГГ;Ты снова? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ох.. Да. Она проходила и на нее напали. ;;;;;;;Nightstand;Рита роется или под кроватью или в тумбе рядом с кроватью либо по подушкой ;;;;;;;;;;;;;;;;;;;;
;Что ты делаешь? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Рита, ты сошла с ума? ;;;;;;;Nightstand1;ГГ чешет затылок ;;;;;;;;;;;;;;;;;;;;
;Скажи да, и завтрак я принесу тебе прямо в комнату.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Я так и знала! ;;;;;;;Margo2;тот же статик, на котором рита за тумбой, хватается за голову в ужасе смотрит в сторону гг ;;;;;;;;;;;;;;;;;;;;
ГГ;Что? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Я так и знала! Что эта мерзавка! Эта подлая, гадкая, маленькая воровка! ;;;;;;;Max;У гг дурацкое изумленное лицо  - реакция на ругательство ;;;;;;;;;;;;;;;;;;;;
;Стащит мой дневник. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Твой дневник? Но зачем он ей?  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Как это зачем? ;;;;;;;Nightstand2;Рита выглядывает/поворачивается на гг от того места, где искала. Смотрит на гг удивленно ;;;;;;;;;;;;;;;;;;;;
;Чтоб шантажировать меня чем-нибудь, чтоб знать, что говорить детективу. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;О! Детектив! Я надеюсь, Альфред починил электричество. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Черт!.. Я забыл его проверить. ;;;;;;;Max1;ГГ стукает себя по лбу ;;;;;;;;;;;;;;;;;;;;
Марго ;А может она вообще рассчитывает в дневнике найти информацию о том, как я планирую убийство. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;А ты планировала убийство? ;;;;;;;Max2;ГГ в ужасе ;;;;;;;;;;;;;;;;;;;;
Марго ;В данную минуту планирую. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Как лучше прикочить эту долбанную суку? ;;;;;;;RitaThinks;Рита задумывается ;;;;;;;;;;;;;;;;;;;;
ГГ;Знаешь, есть шансы, что детектив уже здесь. Поэтому лучше не шутить так. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;А кто тут шутит? ;;;;;;;RitaHandsOnHips;Рита руки в боки, смотрит на гг ;;;;;;;;;;;;;;;;;;;;
ГГ;Рита! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Ты поможешь мне? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я не буду никого убивать. ;;;;;;;MaxShock;ГГ на кровати поджимает колени к груди;;;;;;;;;;;;;;;;;;;;
Марго ;Тебе и не придется. Надо только, чтоб ты вернул мой дневник. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Воровать? ;;;;;;;Margo3;тот же статик, только гг поднимает к рите голову, такой жалкий и напуганный ;;;;;;;;;;;;;;;;;;;;
Марго ;Воровать ворованное - это как минус на минус. ;;;;;;;RitaMax2;Рита разводит руками, улыбается ;;;;;;;;;;;;;;;;;;;;
;Тебе в карму зачтется, как хорошее дело. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ты только не читай. Это очень личное. ;;;;;;;Margo4;тот же статик, только рита скрещивает на груди руки ;;;;;;;;;;;;;;;;;;;;
ГГ;Разумеется не буду. Но я не верю, что Сью могла так поступить. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;А вот мы и узнаем. Если у нее в комнате окажется мой дневник, значит, и не было никакого нападения. ;;;;;;;RitaClothes;Рита продолжает одеваться;;;;;;;;;;;;;;;;;;;;
ГГ;А как же электричество? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Удачное стечение обстоятельств. ;;;;;;;Margo5;тот же статик, рита берет шорты гг в руку ;;;;;;;;;;;;;;;;;;;;
ГГ;Ладно. Как выглядит твой дневник? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Ммм.. На нем птицы. Розовые. ;;;;;;;Shorts;Рита кидает в гг его шорты;;;;;;;;;;;;;;;;;;;;
ГГ;А какие птицы? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Розовые цапли, кажется. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты как-то неуверенно говоришь.;;;;;;;MaxClothes;ГГ встал с кровати, поправляет на себе шорты ;;;;;;;;;;;;;;;;;;;;
Марго ;Я давно в нем ничего не писала. Голова была забита другими проблемами. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Хорошо. Я попробую вернуть тебе твой дневник. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Спасибо, милый. ;;;;;;;RitaMax3;Рита рядом с ГГ, гладит его по щеке. ;;;;;;;;;;;;;;;;;;;;
ГГ;Но если в ее комнате я ничего не найду, то ты прекратишь раз и навсегда ее подозревать.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Нет.;;;;;;;RitaMax4;Рита убирает руку от щеки, хмуро смотрит на гг ;;;;;;;;;;;;;;;;;;;;
ГГ;"Что ""нет""? ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Я не прекращу. И даже если у нее ты не найдешь дневник. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Да почему ты такая упертая, Рита?! ;;;;;;;RitaMax5;ГГ берет ее за руки, они лицом к лицу ;;;;;;;;;;;;;;;;;;;;
Марго ;Потому что она спала с моим отцом. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И не по любви. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ты же говорила, что не знаешь наверняка. ;;;;;;;RitaHands;Рита отворачивается от гг, скрещивает руки на груди ;;;;;;;;;;;;;;;;;;;;
;И вообще стараешься держаться мыслями подальше от этого вопроса?! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Я соврала. Я всегда знала, что это так. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Что Сью - охотница за деньгами. И мужьями. ;;;;;;;MaxSerious;ГГ кладет на плечо руку, поворачивает ее к себе ;;;;;;;;;;;;;;;;;;;;
ГГ;Ты просто на взводе сейчас и .. Скажи, ты их видела своими глазами? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Я нет.. А вот Альфред видел. ;;;;;;;RitaMax6;Рита приподнимает бровь, ухмыляется;;;;;;;;;;;;;;;;;;;;
ГГ;А что именно видел Альфред? Как они чай заваривали? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Очень необычный эвфемизм ты выбрал. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Нет же. Это буквально. Они занимались сексом или заваривали чай? ;;;;;;;Margo6;тот же статик, только гг разводит чуть руки - будто у него не ладони, а весы. на одной из них секс, на другой чай ;;;;;;;;;;;;;;;;;;;;
;Что именно он видел?;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Понимаешь, я слышал историю от Сью, как однажды мистер Голд учил ее правильно заваривать ему особенный чай. ;;;;;;;RitaMaxHair;ГГ касается волос риты, поправляет их ;;;;;;;;;;;;;;;;;;;;
;Альфред видел именно это. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Ну надо же! Меня он никогда не учил ничему подобному. ;;;;;;;RitaMaxHand1;Рита убирает от себя руку гг. Она расстроена ;;;;;;;;;;;;;;;;;;;;
ГГ;А ты хотела бы? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Думаю, время однозначно упущено. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Разумеется, он ведь сейчас..;;;;;;;Margo7;тот же статик, только руки гг и риты опущены, а гг пожимает плечами, а рита как бы отходит от гг ;;;;;;;;;;;;;;;;;;;;
Марго ;Раньше. Оно было еще раньше упущено. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Так значит, тебе известно, что у Сью был роман с твоим отцом только со слов Альфреда? ;;;;;;;Mirror;Рита идет к зеркалу. Поправляет волосы (гг на заднем в фоне в отражении зеркала разводит руками) ;;;;;;;;;;;;;;;;;;;;
;Или ты сама что-то видела? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Он никогда не был так нежен со мной, как с ней.;;;;;;;Margo8;тот же статик в зеркале, гг опустил руки печальный, рита в зеркало тычет пальцем ;;;;;;;;;;;;;;;;;;;;
;Он интересовался только моими успехами в работе. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ведь мои успехи напрямую отражаются на его репутации и популярности. ;;;;;;;RitaSad;Рита идет к кровати, садится на нее. Печальное лицо ;;;;;;;;;;;;;;;;;;;;
;Он никогда не был заинтересован во мне, как просто в дочери, которой нужно это проклятое махровое плечо, к которому можно было бы припасть. В тяжелую минуту.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Нет! Только работа. ;;;;;;;RitaReasons;Рита вскидывает руки возмущенно ;;;;;;;;;;;;;;;;;;;;
;Зато Сью - маленькая, хитрая служанка - вдруг удостаивается такой привилегии.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Разве это справедливо, Макс? ;;;;;;;RitaSad1;ГГ садится на колени перед ней, утешает ;;;;;;;;;;;;;;;;;;;;
ГГ;Детка, я задал тебе вопрос. Ты сама этого хотела? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Марго ;Ну конечно хотела! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;А ты приходила к нему с этими словами? ;;;;;;;RitaSad2;Рита закрывает лицо руками. ГГ утешает ее. ;;;;;;;;;;;;;;;;;;;;
;Ладно. Пойдем завтракать. Тебе нужно набраться сил. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Последствия выбора на строке - 6335 ""Марго//Сью""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комната Сью (если игрок выбрал прийти к Сью) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Ммм.. Какое нежное утро с тобой. ;;;;;;Музыка: Улица/Холл/Коридор ;MaxSueBed;ГГ и Сью лежат в постели. Сью на плече ГГ. (голые). Возле кровати недопитая бутылка вина. На прикроватной тумбочке дневник Сью (с фламинго) - нужно, чтоб он лежал так, чтоб гг его мог легко столкнуть на пол случайно ;;;;;;;;;;;;;;;;;;;;
ГГ;Мне приятно. Спасибо. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;И эта усталость по всему телу после отличного секса ни с чем несравнима. ;;;;;;;SueStrokeMax;Сью гладит гг по груди.ГГ улыбается ;;;;;;;;;;;;;;;;;;;;
ГГ;Еще пара комплиментов и я пойду за завтраком тебе в постель. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Я бы очень этого хотела. Но к сожалению, мне нужно заняться рабочими обязанностями. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Так ведь.. Ну.. Мистер Голд же..;;;;;;;MaxRegret;ГГ поворачивается к ней с сожалением на лице;;;;;;;;;;;;;;;;;;;;
Сью;Но я все еще здесь работаю. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Рита не вступила пока в наследство. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Так что формально я все еще могу выполнять работу. ;;;;;;;SueLook;Сью приподнимается на локте, смотрит на гг ;;;;;;;;;;;;;;;;;;;;
;И даже если она решит меня уволить, то я получу жалование. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Хм.. А может и не решит. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Да ладно тебе. Ясно же, что она меня ненавидит. ;;;;;;;SueStrokeMax1;Сью садится на ГГ, гладит его по плечам/груди;;;;;;;;;;;;;;;;;;;;
;Из-за своей нелепой убежденности, будто у меня был роман с мистером Голдом. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;А был? ;;;;;;;MaxSmile;ГГ прищуривается, улыбается ;;;;;;;;;;;;;;;;;;;;
Сью;Нет! Я же тебе все рассказала! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Черт, Макс! Ты серьезно? Ты тоже мне не доверяешь? ;;;;;;;SueSad;Сью закатывает глаза.Расстроенное лицо ;;;;;;;;;;;;;;;;;;;;
ГГ;Нет же.. Я просто спросил. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Ох. Никто в этом доме мне не верит. В чем проблема? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Неужели кажется невероятным, что симпатичная служанка не обязательно вступает в связь со своим работодателем? ;;;;;;;SueStand;Сью встает с ГГ, прикрывает грудь рукой ;;;;;;;;;;;;;;;;;;;;
ГГ;Да, если честно, именно так и кажется - невероятно. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Самое обидное во всей истории именно то, что я была так откровенна с тобой. ;;;;;;;SueStand1;Сью встала с кровати, повернула голову на гг, обиженная ;;;;;;;;;;;;;;;;;;;;
;Говорила тебе, что отношусь к нему, как к отцу.. А ты? ;;;;;;;SueDayExtra1;тот же статик, только Сью разворачивается, чтоб отойти от гг ;;;;;;;;;;;;;;;;;;;;
;А ты весь в сомнениях.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Прости, Сью.;;;;;;;MaxSitting ;ГГ садится на кровати, лицо - сожаление ;;;;;;;;;;;;;;;;;;;;
;Понимаешь, я ведь вижу, какая ты красивая. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;И мне сложно представить, что он на тебя не запал. ;;;;;;;MaxSmile1;ГГ улыбается заискивающе  ;;;;;;;;;;;;;;;;;;;;
Сью;Хах.. а пребывание здесь идет тебе на пользу. ;;;;;;;SueDayExtra2;тот же статик, только лицо гг меняется в недоумевающее ;;;;;;;;;;;;;;;;;;;;
ГГ;В каком смысле? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Неважно. Постарайся хотя бы допустить мысль о том, что у нас были просто милые и дружеские отношения. ;;;;;;;SueWalk;Сью идет к зеркалу (если оно есть) рассматривает себя в нем ;;;;;;;;;;;;;;;;;;;;
ГГ;Не такие страстные, как у нас с тобой? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Даже близко. ;;;;;;;SueDayExtra3;Сью разворачивается, чтоб идти за одеждой ;;;;;;;;;;;;;;;;;;;;
;И когда ты допустишь эту мысль, то может быть ты заметишь, как порой необъективна Рита. ;;;;;;;MaxLookSue;ГГ закусив губу, смотрит на то, как Сью наклонилась за одеждой. ;;;;;;;;;;;;;;;;;;;;
ГГ;Ладно. Уговорила. Я допускаю мысль, а точнее почти верю в то, что мистер Эдвард на тебя не запал. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;А мы можем в честь этого еще немного поваляться в постельке? ;;;;;;;MaxClap;ГГ похлопывает по кровати рядом с собой.;;;;;;;;;;;;;;;;;;;;
Сью;К сожалению, нет. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Возможно, детектив уже приехал. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ох, черт! Точно. ;;;;;;;MaxStand;ГГ подрывается с кровати,задевает дневник.Он падает на пол ;;;;;;;;;;;;;;;;;;;;
;Я совсем о нем забыл. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ой, прости. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Я что-то разволновался слишком. ;;;;;;;MaxDairy;ГГ поднимает дневник страницами к себе;;;;;;;;;;;;;;;;;;;;
;Я неуклюжий, когда нервничаю. ;;;;;;;SueDayExtra4;Добавить статик - крупный план надписи в дневнике ;;;;;;;;;;;;;;;;;;;;
Запись в дневнике;""".. в глубине души я рада, что он не смог простить ей мачеху."" ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Ничего. Бывает. ;;;;;;;SueDairy;Сью выхватывает дневник. У гг растерянное лицо (она уже одета) ;;;;;;;;;;;;;;;;;;;;
ГГ;Красивая обложка. Такая стильная.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью; Спасибо. Но это личное. ;;;;;;;SueDairy1;Сью убирает дневник за спину ;;;;;;;;;;;;;;;;;;;;
ГГ;Не знал, что еще кто-то ведет дневники в наше время. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Ах. Это старая привычка.;;;;;;;SueDayExtra5;сью отходит от гг с дневником - держит его в руках перед собой ;;;;;;;;;;;;;;;;;;;;
;Когда-то очень давно меня научила так успокаиваться бабушка.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Она сказала: когда в голове слишком много мыслей, а в сердце чувств - выписывай их на бумаге. ;;;;;;;SueDairy2;Сью прячет дневник в тумбу (куда сами решите) ;;;;;;;;;;;;;;;;;;;;
;Тогда в голове наводится порядок. А эмоции утихают. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Вот с тех пор и пишу.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Что ж.. Это очень хороший совет. ;;;;;;;MaxStand1;ГГ спускает ноги с постели, готовится встать. ;;;;;;;;;;;;;;;;;;;;
Сью;Тебе тоже стоит попробовать. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Ну уж неет. Я все спланировал! ;;;;;;;SueLookMax;ГГ весело поднимает глаза на Сью,которая поправляет прическу, внимательно глядя на гг ;;;;;;;;;;;;;;;;;;;;
;Когда кончится расследование и нас всех отпустят. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Когда пройдет показ, и я стану невероятно популярным и востребованным. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Разумеется. ;;;;;;;SuePokerFace;У Сью примерно такое лицо: https://ru.pinterest.com/pin/951948439965028146/;;;;;;;;;;;;;;;;;;;;
ГГ;Я напишу мемуар. ;;;;;;;SueDayExtra6;тот же статик, только сью закатывает глаза ;;;;;;;;;;;;;;;;;;;;
;И потом в Голливуде снимут фильм об этом. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;А может целую серию детективов! И бам! Я снова невероятно знаменит.;;;;;;;MaxFall;ГГ валится спиной на кровать с закинутыми руками за голову ;;;;;;;;;;;;;;;;;;;;
;Стал режиссером.. Получил Оскар. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Говорю речь столь трогательную, что зал сокрушен. Рыдает. ;;;;;;;MaxOskar;Фантазия: ГГ на сцене держит что-то типа оскара. ;;;;;;;;;;;;;;;;;;;;
;И я сам тоже рыдаю. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сью;Может мне подождать снаружи? ;;;;;;;SueBored;Сью указывает большим пальцем на дверь, у нее уставшее, равнодушное лицо. ;;;;;;;;;;;;;;;;;;;;
ГГ;А после я сижу на шоу Оллен и рассказываю, рассказываю, как все начиналось. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Как я попал сначала в модельный бизнес. ;;;;;;;MaxTalkShow;Фантазия: ГГ сидит в кресле, будто на интервью (отсылка на шоу Эллен) ;;;;;;;;;;;;;;;;;;;;
;Как стал рупором эпохи благодаря своей книге. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Хочешь узнать, как бы я назвал ее? ;;;;;;;SueDayExtra7;Сью так же стоит у двери, как и на статике - https://drive.google.com/file/d/1ISutpuq5ltrPzaEDz1Xo7p2g57a1kwqD/view?usp=drive_link , такое же равножушное лицо, только пальцем не указывает на нее ;;;;;;;;;;;;;;;;;;;;
Сью;Не очень.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГГ;Я бы назвал ее - Властелин - Эм.. Сколько вас? Ты, Марго, Тереза..;;;;;;;MaxFingers;ГГ загибает пальцы, лежа на кровати ;;;;;;;;;;;;;;;;;;;;
Сью;Нас восемь. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
